StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,No_or_YesBlock_1,Satisf_NA_1,stress_manageY_1,time_manageY_1,satis_with_communiY_1,aware_with_nanY,nan_grades_1,nan_overall_expY_1,suggest_new_nanY,input_for _new_nan,reson_on_lack,reson_on_lack_5_TEXT,is_nan_positive,satis_on_experience_1,satis_on_performance_1,aware_of_nan,if_change_yes_no,suggest_new_nan,age,gender,years_spent,local_or_inter,scl_dpt,major
2023-12-22 13:02:16,2023-12-22 13:05:11,IP Address,197.230.97.174,100,175,True,2023-12-22 13:05:11,R_2EnTuavuTjl3l6C,,,,,34.0663,-6.817,anonymous,EN,I agree,4,6,6,6,4,No,4,6,Yes,,,,,,,,,,25 years old and above,Male,Less than a year,Am an international student,ABS,Agribusiness and Innovation
2023-12-22 13:37:03,2023-12-22 13:40:52,IP Address,197.230.97.174,100,228,True,2023-12-22 13:40:52,R_1puUUlFsjSZsX2F,,,,,34.0663,-6.817,anonymous,EN,I agree,6,6,4,2,2,Yes,5,6,Yes,"Maybe more events? Like the UM6P campus. It is very unbalanced, having at least more events would help alleviate stress ",,,,,,,,,17 to 20 years old,Female,Tow years or more,Am a local student,FGSES,IR - political economy
2023-12-22 13:37:21,2023-12-22 13:41:13,IP Address,197.230.97.174,100,232,True,2023-12-22 13:41:14,R_3oIRNB2Ic5FElLr,,,,,34.0663,-6.817,anonymous,EN,I agree,6,6,2,1,2,Yes,3,6,Yes,,,,,,,,,,17 to 20 years old,Female,Less than a year,Am a local student,Fgses,Common core
2023-12-22 13:37:02,2023-12-22 13:41:30,IP Address,197.230.97.174,100,267,True,2023-12-22 13:41:30,R_3RmWxvQLLV5vFNg,,,,,34.0663,-6.817,anonymous,EN,I agree,6,6,5,5,3,No,6,5,Yes,,,,,,,,,,17 to 20 years old,Male,Tow years or more,Am a local student,FGSES,Behavioral and Social Sciences for Public Publicy
2023-12-22 13:42:04,2023-12-22 13:48:21,IP Address,197.230.97.174,100,377,True,2023-12-22 13:48:22,R_2AKK8d40ZM5zKMO,,,,,34.0663,-6.817,anonymous,EN,I agree,6,4,3,2,6,Yes,4,6,Yes,,,,,,,,,,21 to 24 years old,Female,Tow years or more,Am a local student,FGSES,Global affairs
2023-12-22 13:46:19,2023-12-22 13:49:07,IP Address,197.230.97.174,100,167,True,2023-12-22 13:49:07,R_7ppbZnV3gmn4ftL,,,,,34.0663,-6.817,anonymous,EN,I agree,5,5,5,5,5,Yes,5,5,Yes,,,,,,,,,,21 to 24 years old,Female,Tow years or more,Am a local student,FGSES,"Political science "
2023-12-22 13:42:11,2023-12-22 13:49:31,IP Address,197.230.97.174,100,440,True,2023-12-22 13:49:32,R_2D1JcJ5fO88eF8A,,,,,34.0663,-6.817,anonymous,EN,I agree,4,5,4,3,4,Yes,4,5,Yes,,,,,,,,,,17 to 20 years old,Female,Tow years or more,Am a local student,"Fgses ",Political science
2023-12-22 13:42:16,2023-12-22 13:50:20,IP Address,105.153.140.114,100,483,True,2023-12-22 13:50:21,R_4eVson7TKXfjeKJ,,,,,34.0072,-6.8407,anonymous,EN,I agree,3,,,,,,,,,,Time constraints,,Yes,5,4,Yes,Yes,"To balance the schedule between academic requirements that are the prevalent part in our schedule. Display more details about non-academic support services to get students’ attention ",21 to 24 years old,Female,Tow years or more,Am a local student,Fgses,Master Global affairs
2023-12-22 13:47:02,2023-12-22 13:50:57,IP Address,197.230.97.174,100,235,True,2023-12-22 13:50:58,R_7YKtL4j8YGcjRWF,,,,,34.0663,-6.817,anonymous,EN,I agree,6,5,4,3,6,Yes,4,5,Yes,,,,,,,,,,21 to 24 years old,Female,Tow years or more,Am a local student,Fgses,Global affairs student
2023-12-22 13:15:57,2023-12-22 14:11:58,IP Address,197.230.97.174,100,3361,True,2023-12-22 14:11:59,R_2CV2zZ94l3rIH2F,,,,,34.0663,-6.817,anonymous,EN,I agree,4,3,3,4,6,No,4,5,Yes,,,,,,,,,,17 to 20 years old,Female,Less than a year,Am a local student,Fgses,"First year Commun core "
2023-12-22 14:09:14,2023-12-22 14:13:20,IP Address,196.200.180.25,100,246,True,2023-12-22 14:13:21,R_2k7HkuYG8COZpgk,,,,,32.2403,-7.9543,anonymous,EN,I agree,4,3,3,3,1,No,4,3,Yes,"Improve communications for those activities...most of the time, events announced just one day or few hours before!",,,,,,,,,25 years old and above,Female,Tow years or more,Am an international student,SAP+D,Urban Planning
2023-12-22 14:44:55,2023-12-22 14:48:44,IP Address,197.230.97.174,100,229,True,2023-12-22 14:48:45,R_22OPw84tndbs2ZD,,,,,34.0663,-6.817,anonymous,EN,I agree,2,,,,,,,,,,Time constraints,,Yes,4,5,No,Yes,,21 to 24 years old,Female,Tow years or more,Am a local student,FGSES,"Political science "
2023-12-22 20:05:17,2023-12-22 20:08:20,IP Address,197.230.97.174,100,183,True,2023-12-22 20:08:21,R_6EgUaz3vpJgyzQg,,,,,34.0663,-6.817,anonymous,EN,I agree,4,6,5,2,4,Yes,3,5,Yes,,,,,,,,,,21 to 24 years old,Female,Less than a year,Am a local student,FGSES,Economics
2023-12-22 20:14:28,2023-12-22 20:19:20,IP Address,102.51.10.189,100,291,True,2023-12-22 20:19:20,R_5C78OUxb2zBPbpB,,,,,31.6298,-8.0101,anonymous,EN,I agree,1,,,,,,,,,,Time constraints,,Yes,3,1,Yes,Yes,,17 to 20 years old,Male,a year,Am a local student,SAP+D,"Architecture "
2023-12-22 22:38:52,2023-12-22 22:41:40,IP Address,196.119.184.247,100,167,True,2023-12-22 22:41:40,R_8wmMnIu5VKwHPtJ,,,,,35.7758,-5.7909,anonymous,EN,I agree,3,,,,,,,,,,Limited perceived need for non-academic support,,No,3,3,Yes,Yes,,17 to 20 years old,Prefer not to say,a year,Am a local student,FGSES,Political Sciences
2023-12-18 19:45:46,2023-12-18 19:45:59,IP Address,41.92.0.28,4,12,False,2023-12-25 19:46:00,R_4TPxoJzTMhiZWNz,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-18 19:53:56,2023-12-18 19:54:10,IP Address,197.230.97.174,8,14,False,2023-12-25 19:54:16,R_8WSoqPk902p317j,,,,,,,anonymous,EN,I agree,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-18 19:55:49,2023-12-18 19:59:02,IP Address,197.230.122.196,72,193,False,2023-12-25 19:59:05,R_217bwQNCHhYokwg,,,,,,,anonymous,EN,I agree,2,,,,,,,,,,Time constraints,,No,2,2,No,Yes,,,,,,,
2023-12-18 20:00:12,2023-12-18 20:01:07,IP Address,196.120.14.226,64,54,False,2023-12-25 20:01:14,R_2UixuZD7uIUyYMm,,,,,,,anonymous,EN,I agree,3,,,,,,,,,,Limited perceived need for non-academic support,,No,3,3,,,,,,,,,
2023-12-18 20:07:37,2023-12-18 20:08:01,IP Address,197.230.97.174,12,23,False,2023-12-25 20:08:11,R_5LZHToS7BDrFhFk,,,,,,,anonymous,EN,I agree,6,,,,,,,,,,,,,,,,,,,,,,,
2023-12-18 20:04:39,2023-12-18 20:09:25,IP Address,197.230.97.174,12,285,False,2023-12-25 20:09:32,R_7MLGwJCQ2VGZws5,,,,,,,anonymous,EN,I agree,5,,,,,,,,,,,,,,,,,,,,,,,
2023-12-18 20:25:10,2023-12-18 20:26:06,IP Address,197.230.122.199,48,56,False,2023-12-25 20:26:10,R_7JLZ8uBC3RGfB3p,,,,,,,anonymous,EN,I agree,2,,,,,,,,,,,,,,,,,,,,,,,
2023-12-18 20:25:22,2023-12-18 20:31:29,IP Address,197.230.97.174,20,367,False,2023-12-25 20:31:33,R_1MumYfdYYM2NrLr,,,,,,,anonymous,EN,I agree,4,4,1,,,,,,,,,,,,,,,,,,,,,
2023-12-18 20:12:52,2023-12-18 20:34:04,IP Address,102.78.81.193,4,1271,False,2023-12-25 20:34:10,R_8ooLXyTJbs05B9D,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-18 20:40:02,2023-12-18 20:40:07,Spam,197.230.97.174,8,4,False,2023-12-25 20:40:12,R_1EY1HYb0vfWm7n3,,,,,,,anonymous,EN,I agree,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-18 20:55:29,2023-12-18 20:56:50,IP Address,197.230.97.174,36,81,False,2023-12-25 20:56:57,R_2SAcQWMbDufFi9h,,,,,,,anonymous,EN,I agree,6,7,7,6,3,Yes,3,,,,,,,,,,,,,,,,,
2023-12-18 21:07:21,2023-12-18 21:07:38,IP Address,105.71.145.23,8,16,False,2023-12-25 21:07:45,R_83eMhcsQnKDKKY4,,,,,,,anonymous,EN,I agree,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-18 21:31:58,2023-12-18 21:33:48,IP Address,197.230.97.174,44,110,False,2023-12-25 21:33:49,R_5fqA3SwY93HWPZY,,,,,,,anonymous,EN,I agree,4,5,6,3,4,Yes,4,4,Yes,,,,,,,,,,,,,,,
2023-12-19 12:40:27,2023-12-19 12:40:52,IP Address,197.230.97.174,48,24,False,2023-12-26 12:40:55,R_3Otlx0rM8J57zah,,,,,,,anonymous,EN,I agree,2,,,,,,,,,,,,,,,,,,,,,,,
2023-12-26 13:19:23,2023-12-26 13:23:17,IP Address,197.230.122.195,100,234,True,2023-12-26 13:23:18,R_8nLOQj5nLFZ9xyp,,,,,32.2403,-7.9543,anonymous,EN,I agree,5,6,5,6,3,Yes,6,7,Yes,"More specific details about academic and non-academic support services. ",,,,,,,,,25 years old and above,Male,Tow years or more,Am an international student,GTI,"Electrical engineering "
2023-12-26 15:32:27,2023-12-26 15:33:48,IP Address,197.230.97.174,100,80,True,2023-12-26 15:33:48,R_2lSpLK91VgjlGdd,,,,,34.0663,-6.817,anonymous,EN,I agree,2,,,,,,,,,,Time constraints,,Yes,4,5,Yes,Yes,,17 to 20 years old,Female,Tow years or more,Am a local student,FGSES,"International Relations "
2023-12-26 18:31:36,2023-12-26 18:34:38,IP Address,145.107.71.22,100,182,True,2023-12-26 18:34:39,R_33Gk7vhCpo4o3zX,,,,,52.0854,5.1653,anonymous,EN,I agree,7,6,4,5,6,Yes,6,5,Yes,UM6P newspaper by students!,,,,,,,,,17 to 20 years old,Female,Tow years or more,Am a local student,fgses,ir
2023-12-19 19:07:49,2023-12-19 19:09:09,IP Address,197.230.97.174,48,80,False,2023-12-26 19:09:14,R_2MQc9TpLEV3lSKC,,,,,,,anonymous,EN,I agree,1,,,,,,,,,,,,,,,,,,,,,,,
2023-12-19 21:01:29,2023-12-19 21:02:16,IP Address,197.230.97.174,8,47,False,2023-12-26 21:02:17,R_2hvdPAQCSagHuxz,,,,,,,anonymous,EN,I agree,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-19 21:02:05,2023-12-19 21:02:16,IP Address,197.230.97.174,4,10,False,2023-12-26 21:02:17,R_62PlePd0QVR1aaR,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-20 00:32:17,2023-12-20 00:32:32,IP Address,197.230.97.174,8,15,False,2023-12-27 00:32:36,R_1lRBIqhOT5C5PxO,,,,,,,anonymous,EN,I agree,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-27 12:45:33,2023-12-27 12:53:37,IP Address,41.141.208.210,100,484,True,2023-12-27 12:53:37,R_2m3CYehNFcauauB,,,,,31.6298,-8.0101,anonymous,EN,I agree,5,7,6,5,6,Yes,7,7,Yes,"Establishing counseling services specifically tailored to academic stress and mental health issues, offering counseling, stress management techniques, and coping strategies.",,,,,,,,,17 to 20 years old,Female,Less than a year,Am a local student,Fgses,Commun core
2023-12-27 17:32:51,2023-12-27 17:40:26,IP Address,197.230.97.174,100,455,True,2023-12-27 17:40:27,R_3o6xswnscgw2oZB,,,,,34.0663,-6.817,anonymous,EN,I agree,4,5,3,4,3,No,3,2,Yes,"We need communication formation, connexion between various students...",,,,,,,,,21 to 24 years old,Male,Less than a year,Am a local student,"Ai movement ",AI
2023-12-27 17:29:10,2023-12-27 17:41:28,IP Address,196.118.131.174,100,737,True,2023-12-27 17:41:28,R_7qduKv8oe5CRnct,,,,,33.5792,-7.6133,anonymous,EN,I agree,5,6,6,2,3,No,3,5,Yes,"I think that the school lacks a tutoring service where maybe older students could give classes in specific subjects that they passed but we struggle studying. ",,,,,,,,,17 to 20 years old,Female,a year,Am a local student,SAP+D,"Architecture "
2023-12-20 19:41:48,2023-12-20 19:41:59,IP Address,197.230.97.174,4,11,False,2023-12-27 19:42:01,R_6i5wl7VTzSqvrup,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-20 19:41:43,2023-12-20 19:42:02,IP Address,197.230.97.174,8,18,False,2023-12-27 19:42:04,R_5yZpbRxTfVvNDup,,,,,,,anonymous,EN,I agree,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-20 19:41:41,2023-12-20 19:43:59,IP Address,41.92.54.52,12,138,False,2023-12-27 19:44:00,R_8m1vbRuivsRZKIP,,,,,,,anonymous,EN,I agree,6,,,,,,,,,,,,,,,,,,,,,,,
2023-12-20 19:44:45,2023-12-20 19:46:20,IP Address,197.230.97.174,20,94,False,2023-12-27 19:46:27,R_12ijpoOrOy0mhBY,,,,,,,anonymous,EN,I agree,7,7,6,,,,,,,,,,,,,,,,,,,,,
2023-12-20 19:53:45,2023-12-20 19:55:43,IP Address,197.230.97.174,36,117,False,2023-12-27 19:55:43,R_863YyNP5m22yHVT,,,,,,,anonymous,EN,I agree,4,6,3,3,5,No,4,,,,,,,,,,,,,,,,,
2023-12-20 20:40:37,2023-12-20 20:40:44,IP Address,102.52.158.63,8,7,False,2023-12-27 20:40:45,R_21gl9u7QGG1nz52,,,,,,,anonymous,EN,I agree,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-20 22:30:41,2023-12-20 22:30:56,IP Address,197.230.97.174,8,14,False,2023-12-27 22:30:57,R_2Es4N2LeMVDPCOh,,,,,,,anonymous,EN,I agree,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-21 11:04:45,2023-12-21 11:04:59,IP Address,196.86.114.176,8,14,False,2023-12-28 11:05:03,R_4BxtukPcoFiUC2J,,,,,,,anonymous,EN,I agree,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-28 11:46:33,2023-12-28 11:48:38,IP Address,197.230.97.174,100,124,True,2023-12-28 11:48:38,R_3KHD8L1cCM29tnz,,,,,34.0663,-6.817,anonymous,EN,I agree,5,6,5,2,5,No,4,5,Yes,,,,,,,,,,21 to 24 years old,Female,Less than a year,Am a local student,Abs,Mim
